"CODE","SHORTDESCRIPTION"
"470321","Chem wood pulp, soda or sulphate, conifer, bleached"
"470329","Chem wood pulp, soda/sulphate, non-conifer, bleached"
"470411","Chem wood pulp, sulphite, coniferous unbleached"
"470419","Chem wood pulp, sulphite, non-coniferous, unbleached"
"470421","Chem wood pulp, sulphite, coniferous bleached"
"470429","Chem wood pulp, sulphite, non-coniferous, bleached"
"470500","Semi-chemical wood pulp"
"470610","Cotton linters pulp"
"470691","Mechanical pulps of other fibrous material"
"470692","Chemical pulps of other fibrous material"
"470693","Semi-chemical pulps of other fibrous material"
"470710","Waste or scrap of unbleached kraft or paperboard"
"470720","Waste, scrap of paper, board of bleached chemical pul"
"470730","Waste or scrap of paper or board of mechanical pulp"
"470790","Waste, scrap of paper, board, nes (including unsorted"
"480100","Newsprint"
"480210","Paper, hand-made, uncoated"
"480220","Paper, sensitising base stock"
"480230","Paper, carbonising base, uncoated"
"480240","Paper, wallpaper base, uncoated"
"480251","Paper, fine, woodfree, <40 g/m2, uncoated, nes"
"480252","Paper, fine, woodfree, 40 - 150 g/m2, uncoated"
"480253","Paper, fine, woodfree, >150 g/m2, uncoated, nes"
"480260","Paper, fine, wood-containing, uncoated, nes"
"480300","Paper, household, sanitary, width > 36 centimetres"
"480411","Paper, Kraftliner, unbleached, uncoated"
"480419","Paper, Kraftliner, other than unbleached, uncoated"
"480421","Paper, sack kraft, unbleached, uncoated"
"480429","Paper, sack kraft, other than unbleached, uncoated"
"480431","Paper, kraft, <150g/m2, unbleached, uncoated, nes"
"480439","Paper, kraft, <150g/m2, uncoated, nes"
"480441","Paper, kraft, 150-225 g/m2, unbleached,uncoated nes"
"480442","Paper, kraft, 150-225 g/m2, chem pulp not bleach/coat"
"480449","Paper, kraft, 150-225 g/m2, uncoated, nes"
"480451","Paper, kraft, >225g/m2, unbleached, uncoated, nes"
"480452","Paper, kraft, >225g/m2,chemical pulp,bleached,uncoate"
"480459","Paper, kraft, >225g/m2, uncoated, nes"
"480510","Paper, fluting, in rolls, semi-chemical, uncoated"
"480521","Paper, multi-ply, each layer bleached, uncoated, nes"
"480522","Paper, multi-ply, one layer bleached, uncoated"
"480523","Paper, multi-ply, <4 layers, outer bleached, uncoated"
"480529","Paper, multi-ply, uncoated, nes"
"480530","Paper, sulphite wrapping, uncoated"
"480540","Paper, filter, uncoated"
"480550","Paper, felt, uncoated"
"480560","Paper, weighing 150 g/m2 or less, uncoated, nes"
"480570","Paper, weighing 150 - 225 g/m2, uncoated, nes"
"480580","Paper, weighing 225 g/m2 or more, uncoated, nes"
"480610","Paper, vegetable parchment"
"480620","Paper, greaseproof"
"480630","Paper, tracing"
"480640","Paper, glassine, glazed transparent or translucent ne"
"480710","Paper, laminated with bitumen tar or asphalt, uncoate"
"480791","Straw paper, board, whether or not paper covered"
"480799","Paper, composite, nes, not coated or impregnated"
"480810","Paper, corrugated"
"480820","Paper, sack kraft, creped or crinkled"
"480830","Paper, kraft, creped or crinkled, not corrugated, sac"
"480890","Paper crepe, crinkle, embossed, perforated, not kraft"
"480910","Paper, carbon or similar width >36 cm"
"480920","Paper, self-copy, width > 36 cm"
"480990","Paper, copying or transfer, width >36 cm"
"481011","Paper, fine, woodfree, <150 g/m2, clay coated"
"481012","Paper, fine, woodfree, >150 g/m2, clay coated"
"481021","Paper, fine, light weight coated"
"481029","Paper, fine, wood containing clay coated, except ligh"
"481031","Paper, kraft,>95% chem pulp,<150 g,bleached,clay coat"
"481032","Paper, kraft,>95% chem pulp,>150 g,bleached,clay coat"
"481039","Paper, kraft, clay coated, nes"
"481091","Paper, multi-ply, clay coated, nes"
"481099","Paper, clay coated, nes"
"481110","Paper, tarred, bituminised or asphalted, nes"
"481121","Paper, self-adhesive except labels"
"481129","Paper, gummed or adhesive except self-adhesive, label"
"481131","Paper, >150g/m2, bleached, plastic coated/impregnated"
"481139","Paper, coated, impregnated, covered with plastics, ne"
"481140","Paper, coat/impregnated with wax/stearin/glycerol, ne"
"481190","Paper, coated/impregnated/covered/coloured/printed ne"
"481200","Filter blocks, slabs and plates, of paper pulp"
"481310","Paper, cigarette, in the form of booklets or tubes"
"481320","Paper, cigarette, in rolls of a width < 5 cm"
"481390","Paper, cigarette, except in rolls < 5 cm wide"
"481410","Wallpaper ""Ingrain"""
"481420","Wallpaper, coated or covered with a decorated plastic"
"481430","Wallpaper, covered one side with plaiting material"
"481490","Wallpaper and similar wall coverings, nes"
"481500","Floor coverings on a base of paper"
"481610","Paper, carbon or similar copying, except rolls w >36c"
"481620","Paper, self-copy, except in rolls > 36 cm wide"
"481630","Duplicator stencils"
"481690","Paper, copying or transfer, nes"
"481710","Envelopes of paper"
"481720","Letter or correspondence cards, plain postcards"
"481730","Boxes, pouches, wallets, etc of stationary"
"481810","Toilet paper"
"481820","Paper handkerchiefs, cleansing, facial tissues, towel"
"481830","Paper tablecloths and serviettes"
"481840","Sanitary articles of paper, sanitary towels, diapers"
"481850","Clothing and accessories nes, of paper"
"481890","Household, hospital & sanitary supplies, of paper, ne"
"481910","Cartons, boxes & cases, of corrugated paper or board"
"481920","Cartons, boxes & cases, folding, non-corrugated paper"
"481930","Sacks and bags, of paper, having a width > 40 cm"
"481940","Sacks and bags, of paper, nes, including cones"
"481950","Containers, packing, nes of paper"
"481960","Office box files, letter trays etc., of paper"
"482010","Registers, account books, note books, diaries etc"
"482020","School, etc, exercise books"
"482030","Binders, not book covers, folder or file covers, pape"
"482040","Business forms, interleaved carbon sets, etc"
"482050","Albums for samples or for collections, of paper"
"482090","Office supplies nes, of paper, book covers, blotters"
"482110","Paper labels of all kinds, printed"
"482190","Paper labels of all kinds, not printed"
"482210","Bobbins, spools etc of paper, used for textile yarn"
"482290","Bobbins, spools and similar supports of paper, nes"
"482311","Paper, self-adhesive, cut to size, in strips or rolls"
"482319","Paper, gummed, adhesive nes, cut to size, strip, roll"
"482320","Paper, filter, cut to size or shape"
"482330","Cards, not punched, for punch card machines, paper"
"482340","Paper rolls, sheets & dials for recording instruments"
"482351","Paper, fine, cut, printed, embossed, perforated, nes"
"482359","Paper, fine, cut to size or shape, nes"
"482360","Trays, dishes, plates, cups and the like, of paper"
"482370","Moulded or pressed articles of paper pulp"
"482390","Paper and paper articles, nes"
"490110","Brochures, leaflets and similar, in single sheets"
"490191","Dictionaries and encyclopedias"
"490199","Printed reading books, except dictionaries etc"
"490210","Newspapers, journals and periodicals, > 3 issues/week"
"490290","Newspapers, journals and periodicals, < 4 issues/week"
"490300","Children's picture, drawing or colouring books"
"490400","Music, printed or in manuscript"
"490510","Globes, geographical, printed"
"490591","Maps and charts, printed, in book form"
"490599","Maps and charts, printed, other than book form"
"490600","Plans and drawings for architectural etc use"
"490700","Documents of title (bonds etc), unused stamps etc"
"490810","Transfers (decalcomanias), vitrifiable"
"490890","Transfers (decalcomanias), except vitrifiable"
"490900","Postcards, printed or illustrated, greeting cards"
"491000","Calendars, printed"
"491110","Trade advertising material, catalogues etc."
"491191","Pictures, designs and photographs"
"491199","Printed matter, nes"
"500100","Silk-worm cocoons suitable for reeling"
"500200","Raw silk (not thrown)"
"500310","Silk waste, not carded or combed"
"500390","Silk waste, carded or combed"
"500400","Silk yarn (except from waste) not retail"
"500500","Yarn spun from silk waste, not retail"
"500600","Silk yarn retail, silk worm gut"
"500710","Woven fabric of noil silk"
"500720","Woven fabric >85% silk (except noil silk)"
"500790","Woven fabric of silk, nes"
"510111","Greasy shorn wool, not carded or combed"
"510119","Greasy wool (other than shorn) not carded or combed"
"510121","Degreased shorn wool, not carded, combed or carbonize"
"510129","Degreased wool nes, not carded, combed or carbonized"
"510130","Carbonized wool, not carded or combed"
"510210","Fine animal hair, not carded or combed"
"510220","Coarse animal hair, not carded or combed"
"510310","Noils of wool or of fine animal hair"
"510320","Waste of wool or fine hair, not noils, garnetted stoc"
"510330","Waste of coarse animal hair, except garnetted stock"
"510400","Garnetted stock of wool or of animal hair"
"510510","Carded wool"
"510521","Combed wool in fragments"
"510529","Wool tops & other combed wool, except combed fragment"
"510530","Fine animal hair, carded or combed"
"510540","Coarse animal hair, carded or combed"
"510610","Yarn of carded wool, >85% wool, not retail"
"510620","Yarn of carded, wool, <85% wool, not retail"
"510710","Yarn of combed wool, >85% wool, not retail"
"510720","Yarn of combed wool, <85% wool, not retail"
"510810","Yarn of carded fine animal hair, not retail"
"510820","Yarn of combed fine animal hair, not retail"
"510910","Yarn of wool or fine hair, >85% such fibres, retail"
"510990","Yarn of wool or fine hair, <85% such fibres, retail"
"511000","Yarn of coarse animal hair or of horsehair"
"511111","Woven fabric, >85% carded wool or fine hair, <300 g/m"
"511119","Woven fabric, >85% carded wool or fine hair, >300 g/m"
"511120","Woven fabric, carded wool or hair + manmade filament"
"511130","Woven fabric, carded wool or hair + manmade staple fi"
"511190","Woven fabric, carded wool or hair with natural fibre"
"511211","Woven fabric, >85% combed wool or fine hair, <300 g/m"
"511219","Woven fabric, >85% combed wool or fine hair, >300 g/m"
"511220","Woven fabric, combed wool or hair + manmade filament"
"511230","Woven fabric, combed wool or hair + manmade staple fi"
"511290","Woven fabric, combed wool or hair with natural fibres"
"511300","Woven fabric of coarse animal hair or horse hair"
"520100","Cotton, not carded or combed"
"520210","Cotton yarn waste (including thread waste)"
"520291","Garnetted stock of cotton"
"520299","Cotton waste, except garnetted stock"
"520300","Cotton, carded or combed"
"520411","Cotton sewing thread >85% cotton, not retail"
"520419","Cotton sewing thread, <85% cotton, not retail"
"520420","Cotton sewing thread, retail"
"520511","Cotton yarn >85% single uncombed >714 dtex,not retail"
"520512","Cotton yarn >85% single uncombed 714-232 dtex,not ret"
"520513","Cotton yarn >85% single uncombed 232-192 dtex,not ret"
"520514","Cotton yarn >85% single uncombed 192-125 dtex,not ret"
"520515","Cotton yarn >85% single uncombed <125 dtex, not retai"
"520521","Cotton yarn >85% single combed >714dtex, not retail"
"520522","Cotton yarn >85% single combed 714-232 dtex,not retai"
"520523","Cotton yarn >85% single combed 232-192 dtex,not retai"
"520524","Cotton yarn >85% single combed 192-125 dtex, not ret."
"520525","Cotton yarn >85% single combed <125 dtex, not retail"
"520531","Cotton yarn >85% multiple uncombed >714 dtex, not ret"
"520532","Cotton yarn >85% multiple uncomb 714-232 dtex,not ret"
"520533","Cotton yarn >85% multiple uncomb 232-192 dtex,not ret"
"520534","Cotton yarn >85% multiple uncomb 192-125 dtex,not ret"
"520535","Cotton yarn >85% multiple uncombed <125 dtex, not ret"
"520541","Cotton yarn >85% multiple combed >714 dtex,not retail"
"520542","Cotton yarn >85% multiple combed 714-232 dtex,not ret"
"520543","Cotton yarn >85% multiple combed 232-192 dtex,not ret"
"520544","Cotton yarn >85% multiple combed 192-125 dtex,not ret"
"520545","Cotton yarn >85% multiple combed <125 dtex,not retail"
"520611","Cotton yarn <85% single uncombed >714dtex, not retail"
"520612","Cotton yarn <85% single uncombed 714-232 dtex,not ret"
"520613","Cotton yarn <85% single uncombed 232-192 dtex,not ret"
"520614","Cotton yarn <85% single uncombed 192-125 dtex,not ret"
"520615","Cotton yarn <85% single uncombed <125 dtex, not retai"
"520621","Cotton yarn <85% single combed >714 dtex, not retail"
"520622","Cotton yarn <85% single combed 714-232 dtex,not retai"
"520623","Cotton yarn <85% single combed 232-192 dtex,not retai"
"520624","Cotton yarn <85% single combed 192-125 dtex,not retai"
"520625","Cotton yarn <85% single combed <125 dtex, not retail"
"520631","Cotton yarn <85% multiple uncombed >714, not ret., ne"
"520632","Cotton yarn <85% multiple uncomb 714-232 dtex,not ret"
"520633","Cotton yarn <85% multiple uncomb 232-192 dtex,not ret"
"520634","Cotton yarn <85% multiple uncomb 192-125 dtex,not ret"
"520635","Cotton yarn <85% multiple uncombed <125 dtex,not ret."
"520641","Cotton yarn <85% multiple combed >714, not retail, ne"
"520642","Cotton yarn <85% multiple combed 714-232 dtex,not ret"
"520643","Cotton yarn <85% multiple combed 232-192 dtex,not ret"
"520644","Cotton yarn <85% multiple combed 192-125 dtex,not ret"
"520645","Cotton yarn <85% multiple combed <125 dtex, not retai"
"520710","Cotton yarn (except sewing thread) >85% cotton, retai"
