HS96;lib
610332;Jackets (Suit
610333;Jackets (Suit
610339;Jackets (Suit
610341;Trousers, Bib And Brace Overalls, Breeches And Shorts, Knitted Or Crocheted Textile Fabrics, MenS Or Boys
610342;Trousers, Bib And Brace Overalls, Breeches And Shorts, Knitted Or Crocheted Textile Fabrics, MenS Or Boys
610343;Trousers, Bib And Brace Overalls, Breeches And Shorts, Knitted Or Crocheted Textile Fabrics, MenS Or Boys
610349;Trousers, Bib And Brace Overalls, Breeches And Shorts, Knitted Or Crocheted Textile Fabrics, MenS Or Boys
610411;Suits, Of Knitted Or Crocheted Textile Fabrics, WomenS Or Girls
610412;Suits, Of Knitted Or Crocheted Textile Fabrics, WomenS Or Girls
610413;Suits, Of Knitted Or Crocheted Textile Fabrics, WomenS Or Girls
610419;Suits, Of Knitted Or Crocheted Textile Fabrics, WomenS Or Girls
610421;Ensembles, Of Knitted Or Crocheted Textile Fabrics, WomenS Or Girls
610422;Ensembles, Of Knitted Or Crocheted Textile Fabrics, WomenS Or Girls
610423;Ensembles, Of Knitted Or Crocheted Textile Fabrics, WomenS Or Girls
610429;Ensembles, Of Knitted Or Crocheted Textile Fabrics, WomenS Or Girls
610431;Jackets And Blazers Of Knitted Or Crocheted Textile Fabrics, WomenS Or Girls
610432;Jackets And Blazers Of Knitted Or Crocheted Textile Fabrics, WomenS Or Girls
610433;Jackets And Blazers Of Knitted Or Crocheted Textile Fabrics, WomenS Or Girls
610439;Jackets And Blazers Of Knitted Or Crocheted Textile Fabrics, WomenS Or Girls
610441;Dresses, Of Knitted Or Crocheted Textile Fabrics, WomenS Or Girls
610442;Dresses, Of Knitted Or Crocheted Textile Fabrics, WomenS Or Girls
610443;Dresses, Of Knitted Or Crocheted Textile Fabrics, WomenS Or Girls
610444;Dresses, Of Knitted Or Crocheted Textile Fabrics, WomenS Or Girls
610449;Dresses, Of Knitted Or Crocheted Textile Fabrics, WomenS Or Girls
610451;Skirts And Divided Skirts, Of Knitted Or Crocheted Textile Fabrics, WomenS Or Girls
610452;Skirts And Divided Skirts, Of Knitted Or Crocheted Textile Fabrics, WomenS Or Girls
610453;Skirts And Divided Skirts, Of Knitted Or Crocheted Textile Fabrics, WomenS Or Girls
610459;Skirts And Divided Skirts, Of Knitted Or Crocheted Textile Fabrics, WomenS Or Girls
610461;Trousers, Bib And Brace Overalls, Breeches And Shorts, Of Knitted Or Crocheted Textile Fabrics, WomenS Or Girls
610462;Trousers, Bib And Brace Overalls, Breeches And Shorts, Of Knitted Or Crocheted Textile Fabrics, WomenS Or Girls
610463;Trousers, Bib And Brace Overalls, Breeches And Shorts, Of Knitted Or Crocheted Textile Fabrics, WomenS Or Girls
610469;Trousers, Bib And Brace Overalls, Breeches And Shorts, Of Knitted Or Crocheted Textile Fabrics, WomenS Or Girls
610510;Shirts, Of Knitted Or Crocheted Cotton Textile Materials, MenS Or Boys
610520;Shirts, Of Knitted Or Crocheted Textile Materials Other Than Cotton, MenS Or Boys
610590;Shirts, Of Knitted Or Crocheted Textile Materials Other Than Cotton, MenS Or Boys
610610;Blouses, Shirts And Shirt
610620;Blouses, Shirts And Shirt
610690;Blouses, Shirts And Shirt
610711;Underpants And Briefs, Of Knitted Or Crocheted Textile Fabrics, MenS Or Boys
610712;Underpants And Briefs, Of Knitted Or Crocheted Textile Fabrics, MenS Or Boys
610719;Underpants And Briefs, Of Knitted Or Crocheted Textile Fabrics, MenS Or Boys
610721;Nightshirts And Pajamas, Of Knitted Or Crocheted Textile Fabrics, MenS Or Boys
610722;Nightshirts And Pajamas, Of Knitted Or Crocheted Textile Fabrics, MenS Or Boys
610729;Nightshirts And Pajamas, Of Knitted Or Crocheted Textile Fabrics, MenS Or Boys
610791;Bathrobes, Dressing Gowns And Similar Articles, Of Knitted Or Crocheted Textile Fabrics, MenS Or Boys
610792;Bathrobes, Dressing Gowns And Similar Articles, Of Knitted Or Crocheted Textile Fabrics, MenS Or Boys
610799;Bathrobes, Dressing Gowns And Similar Articles, Of Knitted Or Crocheted Textile Fabrics, MenS Or Boys
610811;Slips And Petticoats, Knitted Or Crocheted Textile Fabrics, WomenS Or Girls
610819;Slips And Petticoats, Knitted Or Crocheted Textile Fabrics, WomenS Or Girls
610821;Briefs And Panties, Knitted Or Crocheted Textile Fabrics, WomenS Or Girls
610822;Briefs And Panties, Knitted Or Crocheted Textile Fabrics, WomenS Or Girls
610829;Briefs And Panties, Knitted Or Crocheted Textile Fabrics, WomenS Or Girls
610831;Nightdresses And Pajamas, Knitted Or Crocheted Textile Fabrics, WomenS Or Girls
610832;Nightdresses And Pajamas, Knitted Or Crocheted Textile Fabrics, WomenS Or Girls
610839;Nightdresses And Pajamas, Knitted Or Crocheted Textile Fabrics, WomenS Or Girls
610891;Negligees, Bathrobes, Dressing Gowns And Similar Articles, Of Knitted Or Crocheted Textile Fabrics, WomenS Or Girls
610892;Negligees, Bathrobes, Dressing Gowns And Similar Articles, Of Knitted Or Crocheted Textile Fabrics, WomenS Or Girls
610899;Negligees, Bathrobes, Dressing Gowns And Similar Articles, Of Knitted Or Crocheted Textile Fabrics, WomenS Or Girls
610910;T-Shirts, Singlets (Undershirts), Tank Tops And Similar Garments, Of Knitted Or Crocheted Textile Fabric 
610990;T-Shirts, Singlets (Undershirts), Tank Tops And Similar Garments, Of Knitted Or Crocheted Textile Fabric 
611010;Jerseys, Pullovers, Cardigans, Waistcoats And Similar Articles, Knitted Or Crocheted
611020;Jerseys, Pullovers, Cardigans, Waistcoats And Similar Articles, Knitted Or Crocheted
611030;Jerseys, Pullovers, Cardigans, Waistcoats And Similar Articles, Knitted Or Crocheted
611090;Jerseys, Pullovers, Cardigans, Waistcoats And Similar Articles, Knitted Or Crocheted
611110;Babies Garments And Clothing Accessories Of Textile Fabrics, Knitted Or Crocheted
611120;Babies Garments And Clothing Accessories Of Textile Fabrics, Knitted Or Crocheted
611130;Babies Garments And Clothing Accessories Of Textile Fabrics, Knitted Or Crocheted
611190;Babies Garments And Clothing Accessories Of Textile Fabrics, Knitted Or Crocheted
611211;Track Suits, Knitted Or Crocheted
611212;Track Suits, Knitted Or Crocheted
611219;Track Suits, Knitted Or Crocheted
611220;Ski Suits, Knitted Or Crocheted
611231;Swimwear, Knitted Or Crocheted, MenS And Boys
611239;Swimwear, Knitted Or Crocheted, MenS And Boys
611241;Swimwear, Knitted Or Crocheted, WomenS And Girls
611249;Swimwear, Knitted Or Crocheted, WomenS And Girls
611300;Garments Made Up Of Knitted Or Crocheted Fabrics, Coated, Impregnated, Covered Or Laminated With Plastics, Rubber Or Other Materials
611410;Garments, Knitted Or Crocheted, N.E.S.
611420;Garments, Knitted Or Crocheted, N.E.S.
611430;Garments, Knitted Or Crocheted, N.E.S.
611490;Garments, Knitted Or Crocheted, N.E.S.
611511;Panty Hose And Tights
611512;Panty Hose And Tights
611519;Panty Hose And Tights
611520;WomenS Full
611591;Hosiery, N.E.S.
611592;Hosiery, N.E.S.
611593;Hosiery, N.E.S.
611599;Hosiery, N.E.S.
611610;Gloves, Knitted Or Crocheted, Impregnated, Coated, Or Covered With Plastics Or Rubber
611691;Gloves, N.E.S., Mittens And Mitts, Knitted Or Crocheted
611692;Gloves, N.E.S., Mittens And Mitts, Knitted Or Crocheted
611693;Gloves, N.E.S., Mittens And Mitts, Knitted Or Crocheted
611699;Gloves, N.E.S., Mittens And Mitts, Knitted Or Crocheted
611710;Shawls, Scarves, Mufflers, Mantillas, Veils And The Like, Knitted Or Crocheted
611720;Ties, Bow Ties And Cravats, Knitted Or Crocheted
611780;"Clothing Accessories, N.E.S., Knitted Or Crocheted; Parts Of Garments Or Of Clothing Accessories, Knitted Or Crocheted"
611790;"Clothing Accessories, N.E.S., Knitted Or Crocheted; Parts Of Garments Or Of Clothing Accessories, Knitted Or Crocheted"
620111;Overcoats, Raincoats, Carcoats, Capes, And Similar Articles Of Woven Wool Or Fine Animal Hair, MenS Or Boys
620112;Overcoats, Raincoats, Carcoats, Capes, And Similar Articles Of Woven Textile Materials Other Than Wool Or Fine Animal Hair, MenS Or Boys
620113;Overcoats, Raincoats, Carcoats, Capes, And Similar Articles Of Woven Textile Materials Other Than Wool Or Fine Animal Hair, MenS Or Boys
620119;Overcoats, Raincoats, Carcoats, Capes, And Similar Articles Of Woven Textile Materials Other Than Wool Or Fine Animal Hair, MenS Or Boys
620191;Anoraks (Including Ski
620192;Anoraks (Including Ski
620193;Anoraks (Including Ski
620199;Anoraks (Including Ski
620211;Overcoats, Raincoats, Capes, Cloaks And Similar Articles Of Woven Textile Fabrics, WomenS Or Girls
620212;Overcoats, Raincoats, Capes, Cloaks And Similar Articles Of Woven Textile Fabrics, WomenS Or Girls
620213;Overcoats, Raincoats, Capes, Cloaks And Similar Articles Of Woven Textile Fabrics, WomenS Or Girls
620219;Overcoats, Raincoats, Capes, Cloaks And Similar Articles Of Woven Textile Fabrics, WomenS Or Girls
620291;Anoraks (Including Ski
620292;Anoraks (Including Ski
620293;Anoraks (Including Ski
620299;Anoraks (Including Ski
620311;Suits Of Woven Wool Or Fine Animal Hair, MenS Or Boys
620312;Suits Of Woven Textile Materials Other Than Wool Or Fine Animal Hair, MenS Or Boys
620319;Suits Of Woven Textile Materials Other Than Wool Or Fine Animal Hair, MenS Or Boys
620321;Ensembles Of Woven Textile Materials, MenS Or Boys
620322;Ensembles Of Woven Textile Materials, MenS Or Boys
620323;Ensembles Of Woven Textile Materials, MenS Or Boys
620329;Ensembles Of Woven Textile Materials, MenS Or Boys
620331;Jackets (Suit
620332;Jackets (Suit
620333;Jackets (Suit
620339;Jackets (Suit
620341;Trousers, Bib And Brace Overalls, Breeches And Shorts Of Woven Textile Materials, MenS Or Boys
620342;Trousers, Bib And Brace Overalls, Breeches And Shorts Of Woven Textile Materials, MenS Or Boys
620343;Trousers, Bib And Brace Overalls, Breeches And Shorts Of Woven Textile Materials, MenS Or Boys
620349;Trousers, Bib And Brace Overalls, Breeches And Shorts Of Woven Textile Materials, MenS Or Boys
620411;Suits Of Woven Textile Fabrics, WomenS Or Girls
620412;Suits Of Woven Textile Fabrics, WomenS Or Girls
620413;Suits Of Woven Textile Fabrics, WomenS Or Girls
620419;Suits Of Woven Textile Fabrics, WomenS Or Girls
620421;Ensembles Of Woven Textile Fabrics, WomenS Or Girls
620422;Ensembles Of Woven Textile Fabrics, WomenS Or Girls
620423;Ensembles Of Woven Textile Fabrics, WomenS Or Girls
620429;Ensembles Of Woven Textile Fabrics, WomenS Or Girls
620431;Jackets And Blazers, WomenS And Girls, Not Knitted Or Crocheted
620432;Jackets And Blazers, WomenS And Girls, Not Knitted Or Crocheted
620433;Jackets And Blazers, WomenS And Girls, Not Knitted Or Crocheted
620439;Jackets And Blazers, WomenS And Girls, Not Knitted Or Crocheted
620441;Dresses Of Woven Textile Fabrics, WomenS Or Girls
620442;Dresses Of Woven Textile Fabrics, WomenS Or Girls
620443;Dresses Of Woven Textile Fabrics, WomenS Or Girls
620444;Dresses Of Woven Textile Fabrics, WomenS Or Girls
620449;Dresses Of Woven Textile Fabrics, WomenS Or Girls
620451;Skirts And Divided Skirts Of Woven Textile Fabrics, WomenS Or Girls
620452;Skirts And Divided Skirts Of Woven Textile Fabrics, WomenS Or Girls
620453;Skirts And Divided Skirts Of Woven Textile Fabrics, WomenS Or Girls
620459;Skirts And Divided Skirts Of Woven Textile Fabrics, WomenS Or Girls
620461;Trousers, Bib And Brace Overalls, Breeches And Shorts, Of Woven Textile Fabrics, WomenS Or Girls
620462;Trousers, Bib And Brace Overalls, Breeches And Shorts, Of Woven Textile Fabrics, WomenS Or Girls
620463;Trousers, Bib And Brace Overalls, Breeches And Shorts, Of Woven Textile Fabrics, WomenS Or Girls
620469;Trousers, Bib And Brace Overalls, Breeches And Shorts, Of Woven Textile Fabrics, WomenS Or Girls
620510;Shirts Of Woven Textile Materials, Other Than Cotton, MenS Or Boys
620520;Shirts Of Woven Cotton Materials, MenS Or Boys
620530;Shirts Of Woven Textile Materials, Other Than Cotton, MenS Or Boys
620590;Shirts Of Woven Textile Materials, Other Than Cotton, MenS Or Boys
620610;Blouses, Shirts And Shirt
620620;Blouses, Shirts And Shirt
620630;Blouses, Shirts And Shirt
620640;Blouses, Shirts And Shirt
620690;Blouses, Shirts And Shirt
620711;Underpants And Briefs Of Woven Textile Materials, MenS Or Boys
620719;Underpants And Briefs Of Woven Textile Materials, MenS Or Boys
620721;Nightshirts And Pajamas Of Woven Textile Materials, MenS Or Boys
620722;Nightshirts And Pajamas Of Woven Textile Materials, MenS Or Boys
620729;Nightshirts And Pajamas Of Woven Textile Materials, MenS Or Boys
620791;Singlets (Undershirts), Bathrobes, Dressing Gowns And Similar Articles, Of Woven Textile Fabrics, MenS Or Boys
620792;Singlets (Undershirts), Bathrobes, Dressing Gowns And Similar Articles, Of Woven Textile Fabrics, MenS Or Boys
620799;Singlets (Undershirts), Bathrobes, Dressing Gowns And Similar Articles, Of Woven Textile Fabrics, MenS Or Boys
620811;Slips And Petticoats, Of Woven Textile Fabrics, WomenS Or Girls
620819;Slips And Petticoats, Of Woven Textile Fabrics, WomenS Or Girls
620821;Nightdresses And Pajamas, Of Woven Textile Fabrics, WomenS Or Girls
620822;Nightdresses And Pajamas, Of Woven Textile Fabrics, WomenS Or Girls
620829;Nightdresses And Pajamas, Of Woven Textile Fabrics, WomenS Or Girls
620891;Singlets (Undershirts), Briefs, Panties, Negligees, Bathrobes, Dressing Gowns And Similar Articles Of Woven Textile Fabrics, WomenS Or Girls
620892;Singlets (Undershirts), Briefs, Panties, Negligees, Bathrobes, Dressing Gowns And Similar Articles Of Woven Textile Fabrics, WomenS Or Girls
620899;Singlets (Undershirts), Briefs, Panties, Negligees, Bathrobes, Dressing Gowns And Similar Articles Of Woven Textile Fabrics, WomenS Or Girls
620910;Babies Garments And Clothing Accessories Of Textile Fabrics, Not Knitted Or Crocheted
620920;Babies Garments And Clothing Accessories Of Textile Fabrics, Not Knitted Or Crocheted
620930;Babies Garments And Clothing Accessories Of Textile Fabrics, Not Knitted Or Crocheted
620990;Babies Garments And Clothing Accessories Of Textile Fabrics, Not Knitted Or Crocheted
621010;Garments Made Up Of Felt Or Other Nonwoven Textile Fabrics, Whether Or Not Impregnated, Coated, Covered Or Laminated
621020;MenS And Boys Garments Of Woven Textile Fabrics, Coated, Impregnated, Covered Or Laminated With Plastics, Rubber Or Other Materials
621030;WomenS And Girls Garments Of Woven Textile Fabrics, Coated, Impregnated, Covered Or Laminated With Plastics, Rubber Or Other Materials
621040;MenS And Boys Garments Of Woven Textile Fabrics, Coated, Impregnated, Covered Or Laminated With Plastics, Rubber Or Other Materials
621050;WomenS And Girls Garments Of Woven Textile Fabrics, Coated, Impregnated, Covered Or Laminated With Plastics, Rubber Or Other Materials
621111;Swimwear, Not Knitted Or Crocheted, MenS And Boys
621112;Swimwear, Not Knitted Or Crocheted, WomenS And Girls
621120;Ski Suits, Not Knitted Or Crocheted
621131;Articles Of Apparel, Not Knitted Or Crocheted, N.E.S., MenS And Boys
621132;Articles Of Apparel, Not Knitted Or Crocheted, N.E.S., MenS And Boys
621133;Articles Of Apparel, Not Knitted Or Crocheted, N.E.S., MenS And Boys
621139;Articles Of Apparel, Not Knitted Or Crocheted, N.E.S., MenS And Boys
621141;Articles Of Apparel, Not Knitted Or Crocheted, N.E.S., WomenS And Girls
621142;Articles Of Apparel, Not Knitted Or Crocheted, N.E.S., WomenS And Girls
621143;Articles Of Apparel, Not Knitted Or Crocheted, N.E.S., WomenS And Girls
621149;Articles Of Apparel, Not Knitted Or Crocheted, N.E.S., WomenS And Girls
621210;Brassieres, Whether Or Not Knitted Or Crocheted
621220;Girdles, Corsets, Braces, Suspenders, Garters And Similar Articles, Whether Or Not Knitted Or Crocheted
621230;Girdles, Corsets, Braces, Suspenders, Garters And Similar Articles, Whether Or Not Knitted Or Crocheted
621290;Girdles, Corsets, Braces, Suspenders, Garters And Similar Articles, Whether Or Not Knitted Or Crocheted
621310;Handkerchiefs, Not Knitted Or Crocheted
621320;Handkerchiefs, Not Knitted Or Crocheted
621390;Handkerchiefs, Not Knitted Or Crocheted
621410;Shawls, Scarves, Mufflers, Mantillas, Veils And The Like, Not Knitted Or Crocheted
621420;Shawls, Scarves, Mufflers, Mantillas, Veils And The Like, Not Knitted Or Crocheted
621430;Shawls, Scarves, Mufflers, Mantillas, Veils And The Like, Not Knitted Or Crocheted
621440;Shawls, Scarves, Mufflers, Mantillas, Veils And The Like, Not Knitted Or Crocheted
621490;Shawls, Scarves, Mufflers, Mantillas, Veils And The Like, Not Knitted Or Crocheted
621510;Ties, Bow Ties And Cravats, Not Knitted Or Crocheted
621520;Ties, Bow Ties And Cravats, Not Knitted Or Crocheted
621590;Ties, Bow Ties And Cravats, Not Knitted Or Crocheted
621600;Gloves, Mittens And Mitts, Not Knitted Or Crocheted
621710;Clothing Accessories N.E.S., Parts Of Garments Or Clothing (Other Than Brassieres, Girdles, Corsets, Suspenders Etc.), Not Knitted Or Crocheted
621790;Clothing Accessories N.E.S., Parts Of Garments Or Clothing (Other Than Brassieres, Girdles, Corsets, Suspenders Etc.), Not Knitted Or Crocheted
630110;Electric Blankets
630120;Blankets And Traveling Rugs (Not Electric) Of Wool Or Fine Animal Hair
630130;Blankets And Travel Rugs (Not Electric) Of Cotton
630140;Blankets And Travel Rugs (Not Electric) Of Synthetic Fibers
630190;Blankets And Travel Rugs (Not Electric) Of Textile Materials, N.E.S.
630210;Bed Linen, Knitted Or Crocheted
630221;Bed Linen, Not Knitted Or Crocheted, Of Cotton
630222;Bed Linen, Not Knitted Or Crocheted, Of Textile Materials Other Than Cotton
630229;Bed Linen, Not Knitted Or Crocheted, Of Textile Materials Other Than Cotton
630231;Bed Linen, Not Knitted Or Crocheted, Of Cotton
630232;Bed Linen, Not Knitted Or Crocheted, Of Textile Materials Other Than Cotton
630239;Bed Linen, Not Knitted Or Crocheted, Of Textile Materials Other Than Cotton
630240;Table Linen, Knitted Or Crocheted
630251;Table Linen, Not Knitted Or Crocheted, Of Cotton
630252;Table Linen, Not Knitted Or Crocheted, Of Textile Materials Other Than Cotton
630253;Table Linen, Not Knitted Or Crocheted, Of Textile Materials Other Than Cotton
630259;Table Linen, Not Knitted Or Crocheted, Of Textile Materials Other Than Cotton
630260;Toilet And Kitchen Linen Of Cotton
630291;Toilet And Kitchen Linen Of Cotton
630292;Toilet And Kitchen Linen Of Textile Materials Other Than Cotton
630293;Toilet And Kitchen Linen Of Textile Materials Other Than Cotton
630299;Toilet And Kitchen Linen Of Textile Materials Other Than Cotton
630311;"Curtains (Including Drapes) And Interior Blinds Or Roller Shades Of Textile Materials; Curtain Or Bed Valencies Of Textile Material"
630312;"Curtains (Including Drapes) And Interior Blinds Or Roller Shades Of Textile Materials; Curtain Or Bed Valencies Of Textile Material"
630319;"Curtains (Including Drapes) And Interior Blinds Or Roller Shades Of Textile Materials; Curtain Or Bed Valencies Of Textile Material"
630391;"Curtains (Including Drapes) And Interior Blinds Or Roller Shades Of Textile Materials; Curtain Or Bed Valencies Of Textile Material"
630392;"Curtains (Including Drapes) And Interior Blinds Or Roller Shades Of Textile Materials; Curtain Or Bed Valencies Of Textile Material"
630399;"Curtains (Including Drapes) And Interior Blinds Or Roller Shades Of Textile Materials; Curtain Or Bed Valencies Of Textile Material"
630411;Bedspreads
630419;Bedspreads
630491;Furnishing Articles, N.E.S. Of Textile Materials
630492;Furnishing Articles, N.E.S. Of Textile Materials
630493;Furnishing Articles, N.E.S. Of Textile Materials
630499;Furnishing Articles, N.E.S. Of Textile Materials
630510;Sacks And Bags Of Jute Or Other Textile Bast Fibers Used For Packing Goods
630520;Sacks And Bags Of Cotton Textiles Used For Packing Goods
630532;Sacks And Bags Of Manmade Textile Materials Used For Packing Goods
630533;Sacks And Bags Of Manmade Textile Materials Used For Packing Goods
630539;Sacks And Bags Of Manmade Textile Materials Used For Packing Goods
630590;Sacks And Bags Of Textile Materials, N.E.S. Used For Packing Goods
630611;Textile Tarpaulins, Awnings And Sunblinds
630612;Textile Tarpaulins, Awnings And Sunblinds
630619;Textile Tarpaulins, Awnings And Sunblinds
630621;Tents Of Textile Materials
630622;Tents Of Textile Materials
630629;Tents Of Textile Materials
630631;Sails For Boats, Sailboards Or Landcraft Of Textile Materials
630639;Sails For Boats, Sailboards Or Landcraft Of Textile Materials
630641;Pneumatic Mattresses Of Textile Materials
630649;Pneumatic Mattresses Of Textile Materials
630691;Camping Goods, N.E.S. Of Textile Materials
630699;Camping Goods, N.E.S. Of Textile Materials
630710;Floorcloths, Dishcloths, Dusters And Similar Cleaning Cloths
630720;Life Jackets And Life Belts And Other Made
630790;Life Jackets And Life Belts And Other Made
630800;Needlecraft Sets, Consisting Of Woven Fabric And Yarn (With Or Without Accessories) For Making Rugs, Tablecloths, Etc., Packaged For Retail Sale
630900;Worn Clothing And Other Worn Textile Articles Traded In Bulk Or In Bales, Sacks Or Similar Bulk Packings
631010;Used Or New Rags, Scrap Twine, Cordage, Rope And Cables And Worn Out Articles Of Twine, Cordage, Rope Or Cables Of Textile Materials
631090;Used Or New Rags, Scrap Twine, Cordage, Rope And Cables And Worn Out Articles Of Twine, Cordage, Rope Or Cables Of Textile Materials
640110;Waterproof Footwear Incorporating A Metal Toe
640191;Footwear, N.E.S., With Outer Soles And Uppers Of Rubber Or Plastics Assembled By Other Than Stitching, Screwing, Riveting Or Similar Processes
640192;Footwear, N.E.S., With Outer Soles And Uppers Of Rubber Or Plastics Assembled By Other Than Stitching, Screwing, Riveting Or Similar Processes
640199;Footwear, N.E.S., With Outer Soles And Uppers Of Rubber Or Plastics Assembled By Other Than Stitching, Screwing, Riveting Or Similar Processes
640212;Ski
640219;Sports Footwear With Outer Soles And Uppers Of Rubber Or Plastics, N.E.S.
640220;Footwear, N.E.S., With Outer Soles And Uppers Of Rubber Or Plastics, N.E.S. (Assembled By Stitching, Screwing, Etc.)
640230;Footwear With A Protective Metal Toe
640291;Footwear, N.E.S., With Outer Soles And Uppers Of Rubber Or Plastics, N.E.S. (Assembled By Stitching, Screwing, Etc.)
640299;Footwear, N.E.S., With Outer Soles And Uppers Of Rubber Or Plastics, N.E.S. (Assembled By Stitching, Screwing, Etc.)
640312;Ski
640319;Sports Footwear With Outer Soles Of Rubber, Plastics, Leather Or Composition Leather And Uppers Of Leather, N.E.S.
640320;Footwear With Outer Soles Of Leather, And Uppers Which Consist Of Leather Straps Across The Instep And Around The Big Toe
640330;Footwear Made On A Base Or Platform Of Wood, Not Having An Inner Sole Or A Protective Metal Toe
640340;Footwear Incorporating A Protective Metal Toe
640351;Footwear, N.E.S., With Outer Soles Of Leather And Uppers Of Leather Or Composition Leather
640359;Footwear, N.E.S., With Outer Soles Of Leather And Uppers Of Leather Or Composition Leather
640391;Footwear, N.E.S., With Outer Soles Of Leather And Uppers Of Leather Or Composition Leather
640399;Footwear, N.E.S., With Outer Soles Of Leather And Uppers Of Leather Or Composition Leather
640411;Tennis Shoes, Basketball Shoes, Gym Shoes, Training Shoes And The Like And Other Sports Footwear With Outer Soles Of Rubber Or Plastics, N.E.S.
640419;Footwear, N.E.S., With Outer Soles Of Rubber Or Plastics And Uppers Of Tex Tile Materials
640420;Footwear, N.E.S., With Outer Soles Of Leather Or Composition Leather And Uppers Of Textile Materials
640510;Footwear With Uppers Of Leather Or Composition Leather, N.E.S.
640520;Footwear With Uppers Of Textile Materials, N.E.S.
640590;Footwear, N.E.S.
640610;"Parts Of Footwear (Includ Uppers, Wheth R Nt Attachd To Soles Oth Th Outer Soles); Removbl Insoles, Heel Cushions & Sim Art; Gaiters, Etc"
640620;"Parts Of Footwear (Includ Uppers, Wheth R Nt Attachd To Soles Oth Th Outer Soles); Removbl Insoles, Heel Cushions & Sim Art; Gaiters, Etc"
640691;"Parts Of Footwear (Includ Uppers, Wheth R Nt Attachd To Soles Oth Th Outer Soles); Removbl Insoles, Heel Cushions & Sim Art; Gaiters, Etc"
640699;"Parts Of Footwear (Includ Uppers, Wheth R Nt Attachd To Soles Oth Th Outer Soles); Removbl Insoles, Heel Cushions & Sim Art; Gaiters, Etc"
650100;"Hat Forms, Hat Bodies And Hoods Of Felt, Neither Blocked Nor With Made Brims; Plateaux And Manchons Of Felt"
650200;Hat Shapes, Plaited  Or Made With Assembled Strips Of Any Material, Neither Blocked Nor With Made Brims, And Neither Lined Nor Trimmed
650300;Felt Hats And Other Felt Headgear, Made From Hat Bodies, Hoods Or Plateaux (Of Heading 657.61), Whether Or Not Lined Or Trimmed
650400;Hats And Other Headgear, Plaited Or Of Strips Of Any Material, Whether Or Not Lined Or Trimmed
650510;"Hats And Other Headgear, Knitted Or Crocheted, Or Made Of Lace, Felt Or Other Textile Fabric In The Piece (Not In Strips); Hair Nets Of Any Materia"
650590;"Hats And Other Headgear, Knitted Or Crocheted, Or Made Of Lace, Felt Or Other Textile Fabric In The Piece (Not In Strips); Hair Nets Of Any Materia"
650610;Safety Headgear, Whether Or Not Lined Or Trimmed
650691;Headgear, N.E.S., Of Rubber Or Plastics, Whether Or Not Lined Or Trimmed
650692;Headgear, N.E.S., Of Materials Other Than Rubber Or Plastics
650699;Headgear, N.E.S., Of Materials Other Than Rubber Or Plastics
650700;Headbands, Linings, Covers, Hat Foundations, Hat Frames, Peaks (Visors) And Chinstraps, For Headgear
660110;Umbrellas And Sun Umbrellas (Including Walking
660191;Umbrellas And Sun Umbrellas (Including Walking
660199;Umbrellas And Sun Umbrellas (Including Walking
660200;Walking
660310;Parts, Trimmings And Accessories Of Umbrellas, Walking
660320;Parts, Trimmings And Accessories Of Umbrellas, Walking
660390;Parts, Trimmings And Accessories Of Umbrellas, Walking
670100;Skins And Other Parts Of Birds With Their Feathers Or Down, Feathers, Down, Worked Or Processed And Articles Thereof (Except Worked Quills And Scape
670210;Artificial Flowers, Foliage Or Fruit And Articles And Parts Thereof, Of Plastics
670290;Artificial Flowers, Foliage Or Fruit And Articles And Parts Thereof, Of Materials Other Than Plastics
670300;"Human Hair, Dressed, Or Otherwise Worked; Wool Or Other Animal Hair Or Other Textile Materials, Prepared For Making Wigs Or The Like"
670411;"Wigs, False Beards, Eyebrows, Eyelashes, Switches And The Like, Of Human Or Animal Hair Or Of Textile Materials; Articles Of Human Hair, N.E.S."
670419;"Wigs, False Beards, Eyebrows, Eyelashes, Switches And The Like, Of Human Or Animal Hair Or Of Textile Materials; Articles Of Human Hair, N.E.S."
670420;"Wigs, False Beards, Eyebrows, Eyelashes, Switches And The Like, Of Human Or Animal Hair Or Of Textile Materials; Articles Of Human Hair, N.E.S."
670490;"Wigs, False Beards, Eyebrows, Eyelashes, Switches And The Like, Of Human Or Animal Hair Or Of Textile Materials; Articles Of Human Hair, N.E.S."
680100;Setts, Curbstones And Flagstones Of Natural Stone (Except Slate)
680210;"Natural Stone Tiles, Cubes, Etc., Largest Surface Area Which Can Be Enclosed In A Square The Side Of Which Is Under 7 Cm; Colored Stone Granules, E"
680221;Marble, Travertine And Alabaster And Articles Thereof, Simply Cut Or Sawn, With A Flat Or Even Surface
680222;Monumental Or Building Stone (Except Slate), N.E.S., And Articles Thereof Simply Cut Or Sawn, With A Flat Or Even Surface
680223;Monumental Or Building Stone (Except Slate), N.E.S., And Articles Thereof Simply Cut Or Sawn, With A Flat Or Even Surface
680229;Monumental Or Building Stone (Except Slate), N.E.S., And Articles Thereof Simply Cut Or Sawn, With A Flat Or Even Surface
680291;Marble, Travertine And Alabaster And Articles Thereof, Molded, Turned, Polished, Decorated, Carved Or Otherwise Worked
680292;Monumental Or Building Stone (Except Slate), N.E.S. And Articles Thereof, Molded, Turned, Polished, Decorated, Carved Or Otherwise Worked
